,Year,County,Violent Crime Arrests,Estimated Population,Arrests Per Capita
928,2019,Lake,331,65071,0.005086751394630481
929,2019,Lassen,105,30150,0.003482587064676617
930,2019,Los Angeles,28432,10253716,0.002772848399546077
931,2019,Madera,500,159536,0.0031340888576872933
932,2019,Marin,445,262879,0.0016927940231056874
933,2019,Mariposa,67,18068,0.0037082134159840603
934,2019,Mendocino,423,89009,0.0047523284162275725
935,2019,Merced,976,282928,0.0034496408980376632
936,2019,Modoc,53,9602,0.005519683399291814
937,2019,Mono,61,13616,0.004480023501762632
938,2019,Monterey,1134,445414,0.002545946018760075
939,2019,Napa,377,140779,0.002677956229267149
940,2019,Nevada,236,98904,0.0023861522284235217
941,2019,Orange,5732,3222498,0.0017787443157451146
942,2019,Placer,784,396691,0.001976349349997857
943,2019,Plumas,65,19779,0.0032863137671267505
944,2019,Riverside,5224,2440124,0.0021408748080015607
945,2019,Sacramento,5025,1546174,0.00324995763736811
946,2019,San Benito,178,62296,0.0028573263130859125
947,2019,San Bernardino,8325,2192203,0.003797549770710103
948,2019,San Diego,8578,3351786,0.002559232600171968
949,2019,San Joaquin,2904,770385,0.003769543799528807
950,2019,San Luis Obispo,583,280393,0.0020792245170171866
951,2019,San Mateo,1491,774485,0.0019251502611412744
952,2019,Santa Barbara,1208,454593,0.0026573220441141856
953,2019,Santa Clara,4288,1954286,0.0021941517260012098
954,2019,Santa Cruz,756,274871,0.002750381087855758
955,2019,Shasta,579,178773,0.0032387441056535384
956,2019,Sierra,12,3213,0.003734827264239029
957,2019,Siskiyou,166,44584,0.0037233088103355463
958,2019,Solano,1279,441307,0.0028982091831763375
959,2019,Sonoma,1545,500675,0.003085834123932691
960,2019,Stanislaus,2380,558972,0.0042578161339029506
961,2019,Sutter,409,97490,0.004195302082264847
962,2019,Tehama,184,64387,0.0028577197260316522
963,2019,Trinity,28,13688,0.0020455873758036236
964,2019,Tulare,2235,479112,0.004664880028051896
965,2019,Tuolumne,193,54590,0.003535446052390548
966,2019,Ventura,2090,856598,0.00243988428644475
967,2019,Yolo,553,222581,0.0024844887928439532
968,2019,Yuba,366,77916,0.004697366394578777
